BMR,Required_Calorie
1544.866,2626.2722
1418.697,1844.3061
1588.056,2382.084
1605.576,2408.364
1549.507,2944.0633
1418.857,1844.5141
1581.459,2372.1885
1597.766,2396.649
1418.702,2411.7934
1427.548,2426.8316
1425.708,2423.7036
1410.648,1833.8424
1433.487,2150.2305
1574.429,2361.6435
1418.45,1843.985
1572.282,2358.423
1557.867,2648.3739
1578.845,2368.2675
1595.397,2393.0955
1419.386,2412.9562
1432.395,2435.0715
1421.15,2415.955
1571.679,2357.5185
1415.466,2406.2922
1579.757,2369.6355
1581.662,2372.493
1410.782,2398.3294
1549.705,2944.4395
1401.687,1822.1931
1563.25,2032.225
1572.57,2358.855
1410.136,2397.2312
1551.116,2016.4508
1407.16,1829.308
1559.318,2027.1134
1403.171,1824.1223
1407.892,2393.4164
1404.848,1826.3024
1415.726,2406.7342
1412.522,1836.2786
1576.947,2365.4205
1440.05,2160.075
1576.338,2364.507
1595.228,2392.842
1414.795,2405.1515
1581.449,2372.1735
1412.602,2401.4234
1568.733,2039.3529
1406.759,2391.4903
1579.919,2369.8785
1423.291,2419.5947
1552.107,2638.5819
1582.206,2373.309
1555.507,2022.1591
1550.938,2946.7822
1411.198,1834.5574
1574.696,2362.044
1410.466,1833.6058
1399.556,2379.2452
1554.103,2641.9751
1413.6,2403.12
1555.442,2644.2514
1425.888,2424.0096
1429.903,2430.8351
1430.896,2432.5232
1554.169,2020.4197
1571.437,2042.8681
1587.362,2381.043
1555.295,2021.8835
1425.912,2424.0504
1413.091,2402.2547
1429.098,2429.4666
1549.495,2634.1415
1415.791,1840.5283
1426.079,2424.3343
1550.173,2945.3287
1586.541,2379.8115
1590.064,2385.096
1574.491,2046.8383
1409.549,2396.2333
1560.815,2029.0595
1423.258,2419.5386
1407.063,2392.0071
1590.175,2385.2625
1587.607,2381.4105
1415.315,1839.9095
1594.927,2392.3905
1430.795,2432.3515
1397.566,2375.8622
1568.722,2353.083
1404.054,2386.8918
1434.812,2152.218
1555.671,2644.6407
1411.15,2398.955
1427.981,2427.5677
1435.318,2440.0406
1598.03,2397.045
1401.193,2382.0281
1403.76,1824.888
1415.514,2406.3738
1413.476,1837.5188
1557.88,2025.244
1554.437,2642.5429
1422.121,1848.7573
1577.398,2366.097
1409.977,2396.9609
1438.767,2158.1505
1591.73,2387.595
1540.681,2619.1577
1420.662,2415.1254
1596.449,2394.6735
1400.78,1821.014
1435.265,2439.9505
1423.349,2419.6933
1418.274,1843.7562
1554.821,2643.1957
1549.115,2943.3185
1406.895,1828.9635
1558.401,2649.2817
1576.353,2049.2589
1575.05,2362.575
1541.275,2928.4225
1596.51,2394.765
1599.9,2399.85
1408.21,2393.957
1426.588,2425.1996
1417.668,1842.9684
1414.695,1839.1035
1402.745,2384.6665
1433.372,2436.7324
1428.597,2428.6149
1582.769,2374.1535
1591.471,2387.2065
1572.516,2044.2708
1581.081,2371.6215
1578.696,2368.044
1555.296,2021.8848
1435.707,2153.5605
1422.465,2418.1905
1406.11,1827.943
1551.761,2637.9937
1567.315,2350.9725
1416.937,1842.0181
1410.715,1833.9295
1574,2046.2
1558.549,2649.5333
1581.096,2371.644
1400.123,1820.1599
1396.042,2373.2714
1426.64,2425.288
1567.226,2350.839
1558.24,2649.008
1434.657,2438.9169
1413.799,2403.4583
1550.353,2945.6707
1570.238,2355.357
1404.311,1825.6043
1433.966,2437.7422
1401.894,1822.4622
1414.186,2404.1162
1574.179,2361.2685
1422.126,1848.7638
1402.981,2385.0677
1571.875,2043.4375
1410.319,2397.5423
1555.918,2022.6934
1567.356,2351.034
1394.7,1813.11
1581.343,2372.0145
1405.134,2388.7278
1414.833,2405.2161
1410.527,1833.6851
1438.754,2158.131
1403.056,1823.9728
1548.819,2632.9923
1431.391,2433.3647
1402.68,1823.484
1421.864,2417.1688
1585.754,2378.631
1436.477,2154.7155
1417.338,2409.4746
1407.143,2392.1431
1413.016,2402.1272
1434.294,2151.441
1408.84,1831.492
1411.871,2400.1807
1412.5,1836.25
1566.72,2350.08
1416.319,2407.7423
1416.452,1841.3876
1567.506,2037.7578
1563.652,2032.7476
1578.31,2367.465
1413.41,1837.433
1425.323,2423.0491
1573.038,2359.557
1572.598,2358.897
1410.157,1833.2041
1575.377,2047.9901
1574.662,2361.993
1586.782,2380.173
1421.923,1848.4999
1435.083,2152.6245
1571.808,2357.712
1406.248,2390.6216
1567.791,2038.1283
1416.25,1841.125
1407.693,2393.0781
1595.829,2393.7435
1572.325,2044.0225
1424.585,2421.7945
1409.538,2396.2146
1555.816,2022.5608
1594.609,2391.9135
1412.627,1836.4151
1424.217,2421.1689
1544.506,2934.5614
1422.111,2417.5887
1597.011,2395.5165
1578.443,2367.6645
1563.735,2032.8555
1565.741,2035.4633
1595.248,2392.872
1410.239,1833.3107
1406.528,2391.0976
1550.914,2016.1882
1406.804,2391.5668
1436.424,2154.636
1545.598,2627.5166
1423.527,2419.9959
1422.76,2418.692
1552.116,2949.0204
1415.758,2406.7886
1584.913,2377.3695
1426.917,2425.7589
1426.85,2425.645
1553.693,2641.2781
1574.232,2046.5016
1422.608,1849.3904
1574.943,2047.4259
1399.674,1819.5762
1413.579,2403.0843
1620.562,2430.843
1617.807,2426.7105
1620.789,2107.0257
1624.135,2111.3755
1621.454,2756.4718
1637.999,2129.3987
1451.527,2467.5959
1619.927,2105.9051
1625.881,1951.0572
1624.392,2761.4664
1623.221,2434.8315
1608.72,2413.08
1629.764,2770.5988
1590.086,2385.129
1455.841,2183.7615
1620.713,2431.0695
1446.077,2458.3309
1605.711,2408.5665
1447.726,2171.589
1449.874,2754.7606
1452.372,2178.558
1457.607,2477.9319
1612.323,2418.4845
1612.327,2096.0251
1445.462,2168.193
1437.224,2155.836
1623.004,2759.1068
1459.855,2481.7535
1440.048,2160.072
1451.278,2757.4282
1447.005,2170.5075
1618.651,2427.9765
1614.706,2099.1178
1455.621,2765.6799
1450.291,2465.4947
1624.209,2111.4717
1452.54,2178.81
1631.504,2120.9552
1449.472,2174.208
1434.33,2438.361
1617.962,2426.943
1436.177,2154.2655
1448.258,2172.387
1464.272,2196.408
1626.821,2765.5957
1639.964,1967.9568
1450.304,2755.5776
1455.467,2183.2005
1449.42,2464.014
1456.878,2768.0682
1450.476,2175.714
1461.635,2192.4525
1451.153,2176.7295
1626.794,2440.191
1462.053,1754.4636
1618.185,2750.9145
1625.432,1950.5184
1458.829,2480.0093
1447.582,2171.373
1618.284,2427.426
1627.039,1952.4468
1450.44,2755.836
1624.001,2760.8017
1445.543,2168.3145
1458.551,2771.2469
1620.123,2106.1599
1459.657,2773.3483
1623.674,2760.2458
1620.687,2106.8931
1456.197,2184.2955
1613.68,2420.52
1442.544,2163.816
1437.2,2443.24
1447.909,2171.8635
1452.026,2468.4442
1611.772,2417.658
1448.839,2752.7941
1629.653,2770.4101
1605.195,2407.7925
1433.943,2150.9145
1433.305,2436.6185
1612.272,2418.408
1621.65,2108.145
1599.224,2398.836
1448.171,2751.5249
1452.246,2759.2674
1630.173,2445.2595
1436.82,2155.23
1599.71,2399.565
1627.183,2115.3379
1620.725,2106.9425
1620.422,2106.5486
1594.36,2391.54
1622.429,2433.6435
1608.696,2413.044
1612.316,2096.0108
1625.103,2437.6545
1464.519,1757.4228
1438.94,2446.198
1591.197,2386.7955
1619.315,2105.1095
1448.35,2172.525
1618.692,2104.2996
1617.76,2103.088
1439.319,2446.8423
1454.234,2472.1978
1636.376,1963.6512
1457.101,2477.0717
1457.24,2185.86
1458.615,2771.3685
1629.423,2118.2499
1593.461,2390.1915
1599.489,2399.2335
1619.664,2753.4288
1622.142,2757.6414
1451.78,2177.67
1451.529,2177.2935
1442.057,2163.0855
1439.179,2158.7685
1458.517,2187.7755
1625.963,2764.1371
1444.643,2455.8931
1448.055,2461.6935
1435.593,2153.3895
1600.814,2401.221
1622.211,2433.3165
1436.858,2442.6586
1435.977,2441.1609
1450.523,2175.7845
1615.579,2423.3685
1632.15,2121.795
1617.821,2103.1673
1622.658,2433.987
1449.616,2174.424
1458.036,2770.2684
1636.717,2782.4189
1454.726,2473.0342
1438.058,2444.6986
1441.197,2161.7955
1442.474,2163.711
1438.337,2445.1729
1455.539,2765.5241
1605.731,2408.5965
1462.603,1755.1236
1607.032,2089.1416
1457.871,2769.9549
1455.879,2474.9943
1453.785,2762.1915
1442.638,2163.957
1456.357,2767.0783
1453.839,2762.2941
1629.717,1955.6604
1618.041,2427.0615
1628.986,2443.479
1631.241,1957.4892
1447.839,2461.3263
1628.2,1953.84
1457.81,2769.839
1594.181,2391.2715
1453.096,2760.8824
1629.139,2117.8807
1442.606,2163.909
1451.76,2177.64
1611.776,2417.664
1455.796,2474.8532
1433.473,2150.2095
1448.37,2751.903
1608.148,2412.222
1451.317,2757.5023
1456.969,2768.2411
1621.102,2107.4326
1459.221,2188.8315
1443.283,2453.5811
1454.045,2181.0675
1638.589,2785.6013
1625.109,1950.1308
1449.765,2174.6475
1455.542,2474.4214
1447.856,2750.9264
1614.162,2098.4106
1448.648,2462.7016
1622.396,2109.1148
1604.652,2086.0476
1638.195,2784.9315
1630.706,2119.9178
1622.976,2759.0592
1452.625,2759.9875
1452.596,2759.9324
1449.42,2464.014
1456.1,2184.15
1627.909,2767.4453
1458.603,2187.9045
1607.949,2411.9235
1616.894,2425.341
1625.141,2437.7115
1601.378,2402.067
1436.914,2442.7538
1434.24,2438.208
1440.82,2449.394
1460.338,2774.6422
1615.469,2100.1097
1636.198,2781.5366
1444.987,2456.4779
1603.288,2084.2744
1609.354,2414.031
1445.04,2167.56
1447.094,2170.641
1616.644,2101.6372
1448.403,2172.6045
1631.628,2447.442
1458.559,1750.2708
1440.149,2160.2235
1440.963,2449.6371
1603.488,2405.232
1463.199,2194.7985
1450.13,2465.221
1448.523,2462.4891
1440.627,2449.0659
1631.054,2120.3702
1441.862,2162.793
1452.003,2178.0045
1449.54,2464.218
1602.411,2403.6165
1443.467,2165.2005
1449.841,2754.6979
1617.571,2426.3565
1450.481,2755.9139
1614.841,2422.2615
1631.941,1958.3292
1637.134,2783.1278
1613.074,2419.611
1620.236,2106.3068
1609.966,2414.949
1454.412,2181.618
1458.038,2770.2722
1598.607,2397.9105
1459.615,2189.4225
1454.193,2181.2895
1618.839,2752.0263
1599.461,2079.2993
1456.074,2766.5406
1624.354,2436.531
1446.193,2169.2895
1609.12,2413.68
1459.615,1751.538
1639.73,2131.649
1448.5,2752.15
1445.693,2168.5395
1618.259,2427.3885
1464.875,1757.85
1638.162,1965.7944
1605.022,2407.533
1450.976,2466.6592
1453.073,2179.6095
1608.461,2412.6915
1451.257,2176.8855
1451.634,2467.7778
1457.079,2768.4501
1449.078,2753.2482
1432.65,2435.505
1594.568,2391.852
1612.829,2419.2435
1460.086,2774.1634
1613.08,2419.62
1454.804,2182.206
1434.615,2438.8455
1459.322,2188.983
1456.09,2766.571
1453.155,2470.3635
1438.033,2157.0495
1618.637,2427.9555
1624.15,2111.395
1434.083,2151.1245
1455.377,2474.1409
1620.94,2431.41
1435.142,2439.7414
1446.942,2170.413
1628.612,2117.1956
1454.353,2472.4001
1606.294,2409.441
1447.937,2461.4929
1622.785,2758.7345
1453.403,2180.1045
1602.768,2404.152
1449.942,2174.913
1637.578,2128.8514
1616.746,2425.119
1451.922,2177.883
1628.8,2117.44
1448.382,2172.573
1444.28,2166.42
1627.248,1952.6976
1436.02,2154.03
1441.158,2161.737
1620.924,2107.2012
1451.301,2467.2117
1620.696,2431.044
1633.225,2449.8375
1616.14,2424.21
1456.555,2767.4545
1604.877,2407.3155
1615.413,2423.1195
1621.655,2756.8135
1455.96,2183.94
1450.116,2175.174
1634.385,2451.5775
1632.216,2774.7672
1623.561,2435.3415
1620.338,2430.507
1623.38,2759.746
1621.485,2107.9305
1451.633,2758.1027
1614.25,2421.375
1450.237,2465.4029
1451.742,2467.9614
1440.225,2160.3375
1440.333,2160.4995
1627.5,2766.75
1458.797,2188.1955
1453.496,2180.244
1611.64,2417.46
1438.331,2157.4965
1452.982,2470.0694
1444.075,2166.1125
1439.879,2447.7943
1610.852,2094.1076
1621.012,2755.7204
1447.761,2171.6415
1460.364,2190.546
1615.794,2100.5322
1452.897,2179.3455
1450.477,2755.9063
1463.756,1756.5072
1620.605,2106.7865
1442.633,2163.9495
1607.876,2090.2388
1632.148,1958.5776
1443.125,2164.6875
1603.015,2404.5225
1440.684,2161.026
1449.348,2463.8916
1448.674,2462.7458
1603.239,2404.8585
1606.638,2088.6294
1629.04,1954.848
1624.762,2112.1906
1451.438,2177.157
1445.889,2168.8335
1622.262,2757.8454
1455.739,2765.9041
1436.562,2154.843
1437.464,2443.6888
1608.117,2090.5521
1438.875,2446.0875
1624.728,2112.1464
1447.111,2170.6665
1632.12,2448.18
1458.197,2770.5743
1620.841,2755.4297
1623.037,2109.9481
1615.452,2100.0876
1449.116,2463.4972
1437.82,2444.294
1613.798,2420.697
1622.814,2758.7838
1435.103,2439.6751
1614.631,2099.0203
1454.27,2472.259
1445.594,2168.391
1620.304,2754.5168
1606.908,2410.362
1609.321,2413.9815
1604.702,2407.053
1450.87,2756.653
1622.475,2109.2175
1628.751,1954.5012
1437.463,2156.1945
1455.813,2474.8821
1618.44,2751.348
1626.572,2439.858
1442.53,2163.795
1459.723,2773.4737
1450.682,2176.023
1598.323,2077.8199
1596.672,2395.008
1591.49,2387.235
1452.675,2469.5475
1633.371,1960.0452
1606.449,2088.3837
1607.141,2410.7115
1455.238,2182.857
1619.947,2429.9205
1617.547,2102.8111
1441.46,2162.19
1456.277,2766.9263
1614.412,2098.7356
1635.398,2453.097
1616.6,2424.9
1620.031,2106.0403
1451.952,2758.7088
1450.579,2756.1001
1603.953,2405.9295
1596.475,2394.7125
1436.138,2441.4346
1449.684,2464.4628
1611.275,2416.9125
1620.487,2430.7305
1608.209,2090.6717
1612.377,2096.0901
1452.699,2179.0485
1459.68,1751.616
1618.203,2750.9451
1609.003,2413.5045
1450.954,2466.6218
1435.001,2439.5017
1447.958,2751.1202
1621.64,2756.788
1433.889,2437.6113
1608.067,2412.1005
1622.929,2434.3935
1450.361,2465.6137
1458.409,2770.9771
1452.61,2178.915
1450.906,2176.359
1445.502,2457.3534
1437.307,2155.9605
1459.853,1751.8236
1460.986,2775.8734
1442.941,2164.4115
1599.363,2399.0445
1608.181,2412.2715
1448.792,2173.188
1464.804,1757.7648
1597.925,2396.8875
1442.12,2163.18
1458.539,2771.2241
1611.8,2417.7
1624.911,2762.3487
1607.05,2410.575
1448.356,2751.8764
1598.635,2397.9525
1446.58,2169.87
1601.619,2402.4285
1618.417,2427.6255
1610.597,2415.8955
1449.308,2753.6852
1622.564,2758.3588
1453.812,2180.718
1446.109,2458.3853
1454.258,2181.387
1627.292,1952.7504
1461.675,2777.1825
1456.768,2185.152
1632.129,2121.7677
1443.699,2454.2883
1442.828,2164.242
1455.396,2183.094
1437.193,2155.7895
1447.755,2461.1835
1456.679,2767.6901
1443.53,2165.295
1605.431,2408.1465
1457.341,2768.9479
1448.657,2172.9855
1452.072,2758.9368
1627.575,2441.3625
1438.61,2445.637
1631.697,2447.5455
1449.644,2754.3236
1447.715,2750.6585
1455.904,2183.856
1439.247,2158.8705
1440.622,2449.0574
1615.934,2423.901
1628.219,2442.3285
1441.255,2161.8825
1437.304,2443.4168
1628.653,1954.3836
1630.3,2119.39
1617.374,2102.5862
1455.828,2474.9076
1624.158,2761.0686
1618.867,2752.0739
1634.864,2452.296
1600.41,2400.615
1593.077,2389.6155
1445.782,2168.673
1614.539,2421.8085
1599.072,2398.608
1450.698,2466.1866
1594.389,2391.5835
1615.464,2100.1032
1440.713,2161.0695
1603.058,2404.587
1619.321,2105.1173
1618.131,2750.8227
1615.516,2423.274
1447.738,2750.7022
1625.469,2113.1097
1626.096,1951.3152
1599.853,2399.7795
1615.472,2100.1136
1632.667,2775.5339
1615.6,2423.4
1609.29,2413.935
1608.933,2413.3995
1462.428,2486.1276
1453.334,2180.001
1610.865,2094.1245
1454.747,2182.1205
1611.164,2094.5132
1456.443,2475.9531
1453.165,2470.3805
1441.018,2161.527
1590.939,2386.4085
1605.965,2408.9475
1607.046,2410.569
1609.364,2414.046
1454.954,2764.4126
1447.945,2171.9175
1457.22,2768.718
1445.827,2457.9059
1611.05,2416.575
1605.907,2408.8605
1454.059,2762.7121
1619.909,2429.8635
1458.59,2187.885
1440.643,2449.0931
1625.405,2113.0265
1588.75,2383.125
1621.709,2756.9053
1630.552,2119.7176
1623.895,2760.6215
1608.463,2412.6945
1629.43,2770.031
1619.12,2752.504
1628.956,1954.7472
1454.208,2762.9952
1459.013,2480.3221
1618.471,2751.4007
1607.692,2411.538
1622.843,2109.6959
1459.047,1750.8564
1617.876,2750.3892
1461.322,2776.5118
1611.01,2416.515
1622.834,2434.251
1435.217,2152.8255
1440.188,2160.282
1453.083,2760.8577
1607.848,2411.772
1627.972,2116.3636
1620.881,2431.3215
1448.984,2173.476
1615.722,2100.4386
1434.514,2438.6738
1450.659,2756.2521
1447.018,2459.9306
1447.64,2460.988
1453.684,2471.2628
1605.997,2408.9955
1630.814,2446.221
1610.821,2416.2315
1439.454,2447.0718
1458.527,1750.2324
1452.423,2759.6037
1436.154,2154.231
1440.064,2448.1088
1458.952,1750.7424
1601.96,2402.94
1446.556,2169.834
1612.068,2095.6884
1448.694,2752.5186
1612.371,2418.5565
1454.748,2473.0716
1445.915,2168.8725
1458.33,2187.495
1451.852,2177.778
1615.851,2423.7765
1630.156,2119.2028
1622.715,2434.0725
1450.957,2466.6269
1617.644,2426.466
1610.922,2416.383
1447.811,2461.2787
1634.013,2777.8221
1447.684,2750.5996
1448.893,2173.3395
1612.446,2418.669
1453.684,2761.9996
1629.842,2444.763
1607.733,2411.5995
1447.913,2171.8695
1450.129,2755.2451
1455.491,2183.2365
1447.762,2750.7478
1459.274,1751.1288
1441.257,2161.8855
1450.235,2465.3995
1606.607,2409.9105
1446.201,2458.5417
1453.348,2470.6916
1431.871,2434.1807
1609.321,2413.9815
1603.053,2083.9689
1448.705,2752.5395
1449.367,2463.9239
1456.061,2766.5159
1451.872,2758.5568
1436.912,2442.7504
1630.985,2120.2805
1429.659,2430.4203
1459.674,2481.4458
1445.069,2167.6035
1621.671,2756.8407
1609.292,2413.938
1448.617,2172.9255
1460.072,2482.1224
1464.424,1757.3088
1612.495,2096.2435
1620.955,2431.4325
1618.857,2752.0569
1445.333,2167.9995
1457.13,2768.547
1448.027,2751.2513
1443.891,2165.8365
1458.636,2771.4084
1438.071,2444.7207
1638.646,2785.6982
1461.133,2776.1527
1454.353,2763.2707
1635.488,2126.1344
1458.711,2479.8087
1620.461,2754.7837
1635.452,2453.178
1637.163,2455.7445
1440.617,2160.9255
1436.114,2441.3938
1444.818,2167.227
1629.23,2769.691
1617.814,2750.2838
1613.67,2097.771
1606.921,2410.3815
1620.083,2430.1245
1631.353,1957.6236
1441.236,2161.854
1459.67,2773.373
1611.948,2417.922
1450.362,2755.6878
1437.601,2443.9217
1458.066,2770.3254
1460.121,1752.1452
1456.747,2476.4699
1625.05,2112.565
1449.301,2463.8117
1439.782,2447.6294
1449.358,2753.7802
1462.385,2778.5315
1440.829,2161.2435
1625.402,2763.1834
1441.754,2162.631
1615.27,2099.851
1451.506,2177.259
1458.043,2770.2817
1437.59,2156.385
1452.433,2759.6227
1437.653,2156.4795
1601.472,2402.208
1626.305,2439.4575
1441.025,2449.7425
1627.095,2766.0615
1458.539,2771.2241
1635.997,2781.1949
1458.317,2187.4755
1628.721,2443.0815
1454.371,2181.5565
1621.608,2432.412
1610.271,2415.4065
1622.099,2108.7287
1461.008,2483.7136
1630.55,2771.935
1459.191,1751.0292
1443.702,2165.553
1458.953,2188.4295
1630.874,2772.4858
1441.59,2450.703
1443.096,2164.644
1451.1,2466.87
1620.738,2106.9594
1433.956,2150.934
1622.428,2758.1276
1623.711,2435.5665
1615.606,2423.409
1434.468,2438.5956
1627.671,2115.9723
1462.385,1754.862
1635.004,1962.0048
1619.103,2752.4751
1454.427,2472.5259
1622.119,2108.7547
1456.804,2476.5668
1626.777,2765.5209
1628.611,2768.6387
1465.017,2783.5323
1617.617,2426.4255
1449.117,2463.4989
1442.575,2163.8625
1626.921,2114.9973
1616.533,2424.7995
1620.326,2106.4238
1458.193,2770.5667
1613.781,2420.6715
1460.081,1752.0972
1623.182,2759.4094
1437.154,2443.1618
1623.335,2435.0025
1629.621,1955.5452
1609.374,2092.1862
1434.958,2152.437
1627.957,2767.5269
1616.435,2424.6525
1455.237,2473.9029
1588.528,2382.792
1614.343,2421.5145
1620.554,2754.9418
1439.442,2159.163
1625.259,1950.3108
1632.61,2122.393
1434.427,2438.5259
1446.05,2458.285
1603.413,2405.1195
1618.041,2427.0615
1610.636,2415.954
1609.46,2092.298
1621.581,2756.6877
1452.127,2759.0413
1602.792,2083.6296
1448.041,2172.0615
1439.18,2446.606
1453.799,2762.2181
1446.206,2458.5502
1611.751,2417.6265
1447.112,2170.668
1630.715,2772.2155
1451.009,2756.9171
1595.565,2393.3475
1464.514,2782.5766
1621.683,2108.1879
1454.377,2472.4409
1614.159,2421.2385
1442.85,2164.275
1604.716,2407.074
1620.029,2754.0493
1444.302,2166.453
1443.164,2453.3788
1450.797,2466.3549
1609.689,2092.5957
1450.758,2466.2886
1625.483,2763.3211
1438.237,2445.0029
1455.457,2183.1855
1631.835,2774.1195
1449.366,2174.049
1617.727,2103.0451
1437.564,2443.8588
1602.503,2403.7545
1623.651,2110.7463
1443.479,2453.9143
1627.785,2767.2345
1625.546,2438.319
1606.143,2409.2145
1637.847,2456.7705
1432.584,2435.3928
1613.337,2097.3381
1434.724,2152.086
1456.235,2766.8465
1624.379,2436.5685
1611.941,2417.9115
1439.087,2158.6305
1448.228,2751.6332
1449.934,2754.8746
1439.201,2158.8015
1435.849,2153.7735
1622.734,2109.5542
1605.983,2408.9745
1623.206,2110.1678
1432.949,2436.0133
1616.342,2424.513
1621.662,2756.8254
1453.139,2470.3363
1626.478,2765.0126
1434.482,2438.6194
1452.003,2468.4051
1622.426,2758.1242
1436.911,2155.3665
1631.796,1958.1552
1441.436,2450.4412
1454.953,2182.4295
1453.014,2470.1238
1630.843,2446.2645
1459.362,1751.2344
1452.904,2179.356
1611.229,2094.5977
1624.16,2436.24
1458.465,2479.3905
1452.15,2759.085
1440.774,2449.3158
1450.838,2176.257
1454.2,2181.3
1631.643,2447.4645
1453.256,2470.5352
1445.601,2168.4015
1637.121,2455.6815
1454.351,2181.5265
1439.92,2159.88
1442.805,2164.2075
1623.56,2760.052
1457.806,2478.2702
1450.46,2465.782
1456.702,2476.3934
1455.585,2474.4945
1625.108,2112.6404
1607.095,2410.6425
1440.331,2160.4965
1458.973,2188.4595
1603.62,2084.706
1441.903,2162.8545
1453.513,2180.2695
1441.594,2162.391
1439.108,2158.662
1450.732,2466.2444
1458.702,2771.5338
1451.456,2757.7664
1602.201,2082.8613
1440.679,2161.0185
1602.994,2083.8922
1447.095,2170.6425
1444.814,2167.221
1603.449,2405.1735
1622.775,2109.6075
1625.067,2437.6005
1628.921,1954.7052
1602.236,2403.354
1617.935,2426.9025
1636.169,2454.2535
1453.545,2471.0265
1452.168,2759.1192
1622.712,2434.068
1616.987,2425.4805
1445.197,2167.7955
1448.494,2752.1386
1628.385,2442.5775
1605.475,2087.1175
1631.264,2773.1488
1615.187,2422.7805
1614.648,2421.972
1614.625,2421.9375
1443.613,2165.4195
1454.871,2182.3065
1449.817,2174.7255
1448.106,2172.159
1460.152,2482.2584
1604.772,2407.158
1622.205,2757.7485
1604.941,2407.4115
1444.37,2166.555
1627.193,2440.7895
1617.581,2102.8553
1454.959,2182.4385
1453.696,2762.0224
1451.089,2176.6335
1443.37,2165.055
1448.919,2752.9461
1455.768,2765.9592
1439.478,2159.217
1449.781,2174.6715
1445.763,2168.6445
1458.933,2480.1861
1444.87,2456.279
1457.808,2769.8352
1438.345,2157.5175
1619.37,2429.055
1612.257,2418.3855
1429.566,2430.2622
1615.405,2423.1075
1606.354,2088.2602
1454.646,2763.8274
1440.474,2160.711
1630.907,1957.0884
1451.175,2757.2325
1606.699,2410.0485
1625.746,2438.619
1462.023,2193.0345
1443.502,2165.253
1619.741,2753.5597
1601.459,2402.1885
1449.595,2174.3925
1434.848,2152.272
1617.414,2426.121
1610.907,2416.3605
1449.466,2753.9854
1451.874,2758.5606
1631.239,1957.4868
1461.147,2483.9499
1625.821,2113.5673
1442.22,2163.33
1605.31,2407.965
1459.174,2480.5958
1442.896,2452.9232
1629.649,2770.4033
1454.435,2181.6525
1605.096,2407.644
1437.461,2443.6837
1437.371,2156.0565
1622.512,2433.768
1462.695,2194.0425
1483.954,2225.931
1696.325,2544.4875
1494.456,2540.5752
1493.832,2240.748
1511.01,1964.313
1677.785,2181.1205
1486.897,2825.1043
1525.929,1831.1148
1674.239,2176.5107
1498.758,2847.6402
1505.314,1956.9082
1532.653,1992.4489
1490.588,1788.7056
1482.341,1778.8092
1670.269,2839.4573
1526.345,1984.2485
1521.406,1977.8278
1518.913,1974.5869
1497.203,1796.6436
1489.901,2830.8119
1688.023,2025.6276
1683.818,2525.727
1489.642,2234.463
1511.616,1813.9392
1500.345,1800.414
1527.469,1832.9628
1507.792,1960.1296
1714.404,2228.7252
1540.609,2002.7917
1511.789,1814.1468
1677.522,2180.7786
1541.177,1849.4124
1499.911,2249.8665
1689.473,2534.2095
1707.527,2219.7851
1529.121,1834.9452
1535.108,1842.1296
1686.468,2192.4084
1727.518,2245.7734
1699.76,2039.712
1664.583,2163.9579
1697.854,2037.4248
1659.19,2156.947
1525.706,1830.8472
1678.211,2181.6743
1678.4,2517.6
1673.495,2844.9415
1732.964,2079.5568
1533.676,1840.4112
1491.347,2833.5593
1493.997,1792.7964
1677.435,2180.6655
1520.361,1976.4693
1515.352,1969.9576
1695.219,2034.2628
1538.547,1846.2564
1721.876,2238.4388
1501.996,1952.5948
1507.751,1809.3012
1533.822,1840.5864
1706.716,2218.7308
1526.059,1983.8767
1527.271,1985.4523
1511.826,1814.1912
1700.287,2040.3444
1697.217,2545.8255
1681.331,2017.5972
1674.385,2009.262
1678.455,2517.6825
1538.671,2000.2723
1520.747,1976.9711
1526.085,1983.9105
1489.128,2829.3432
1667.816,2501.724
1708.173,2220.6249
1726.833,2072.1996
1526.02,1983.826
1513.51,1967.563
1708.894,2221.5622
1700.567,2040.6804
1752.295,2102.754
1486.173,2526.4941
1725.708,2243.4204
1501.953,1802.3436
1523.654,1828.3848
1739.467,2087.3604
1689.832,2027.7984
1495.122,1794.1464
1523.942,1828.7304
1671.076,2005.2912
1696.201,2205.0613
1673.517,2175.5721
1500.268,1800.3216
1487.328,2230.992
1686.602,2023.9224
1507.094,1959.2222
1693.357,2201.3641
1495.987,2543.1779
1506.64,1807.968
1493.302,2239.953
1533.448,1993.4824
1495.845,2842.1055
1702.978,2043.5736
1687.232,2530.848
1524.7,1829.64
1713.673,2227.7749
1508.291,1960.7783
1732.82,2079.384
1685.793,2528.6895
1494.541,2540.7197
1730.262,2249.3406
1678.81,2014.572
1712.016,2225.6208
1481.824,2519.1008
1726.909,2244.9817
1518.195,1973.6535
1691.37,2198.781
1666.512,2499.768
1700.271,2210.3523
1519.748,1823.6976
1707.454,2219.6902
1516.073,1819.2876
1492.33,2835.427
1486.755,2230.1325
1714.531,2057.4372
1503.375,1804.05
1531.175,1990.5275
1695.467,2543.2005
1488.259,1785.9108
1738.91,2086.692
1688.704,2026.4448
1533.629,1993.7177
1674.27,2176.551
1675.59,2513.385
1496.722,2843.7718
1676.914,2515.371
1510.169,1812.2028
1494.325,2241.4875
1705.735,2217.4555
1670.859,2840.4603
1478.445,2809.0455
1533.166,1993.1158
1512.824,1966.6712
1509.618,1962.5034
